origin_country,destination_country,passengers
Singapore,Denmark,455
Russia,Qatar,402
Ukraine,Nigeria,427
Qatar,Singapore,283
Saudi Arabia,South Korea,181
Switzerland,Philippines,359
Poland,Thailand,258
UAE,Saudi Arabia,14
Singapore,Saudi Arabia,153
New Zealand,Sweden,141
Philippines,Finland,420
Switzerland,China,146
Ghana,Egypt,419
Netherlands,France,145
Philippines,Iraq,220
Romania,Iraq,208
Philippines,Russia,43
Jordan,Argentina,60
Peru,UAE,66
Finland,Spain,355
Israel,Singapore,340
Thailand,Germany,373
UK,Ukraine,180
Iran,Jordan,422
France,Peru,75
Finland,Colombia,32
Hungary,Russia,217
China,Finland,476
India,Netherlands,102
Iran,Malaysia,170
Spain,Denmark,491
Netherlands,Chile,128
Canada,Israel,304
UAE,Philippines,61
Israel,China,377
Iran,Denmark,387
UAE,USA,13
Thailand,Ukraine,365
Finland,South Africa,13
Colombia,Finland,496
Sweden,Kenya,237
Qatar,Egypt,402
UK,USA,125
Romania,Saudi Arabia,90
Denmark,France,291
USA,Israel,55
Czechia,Peru,163
South Korea,Canada,247
Netherlands,Mexico,301
Germany,France,148
Malaysia,USA,42
Ireland,Nigeria,138
Ireland,France,190
USA,Italy,231
Greece,Turkey,233
Mexico,Singapore,228
Mexico,Finland,455
Singapore,Ghana,11
Canada,Oman,410
France,Chile,376
Greece,Oman,225
Peru,Japan,327
Saudi Arabia,Switzerland,488
Ireland,Finland,116
Mexico,USA,437
Argentina,France,231
Switzerland,Iran,86
Qatar,Philippines,50
Brazil,Greece,466
UK,Iraq,243
Russia,Netherlands,166
Nigeria,Philippines,111
Saudi Arabia,Egypt,30
Oman,Greece,216
Romania,Finland,349
South Korea,Ukraine,157
Austria,Czechia,427
Brazil,Indonesia,101
Vietnam,Malaysia,269
Finland,Canada,181
Spain,Iraq,122
Ukraine,Brazil,122
Norway,Finland,218
Argentina,Japan,114
Russia,Peru,336
South Africa,Philippines,242
Romania,Singapore,402
Turkey,Peru,223
Austria,South Korea,51
Switzerland,Netherlands,339
Norway,New Zealand,460
Poland,Canada,294
Mexico,Canada,477
Brazil,Egypt,386
Ghana,India,278
Mexico,Czechia,164
Peru,Hungary,227
Nigeria,Singapore,61
Colombia,Hungary,207
Poland,Austria,187
Jordan,UK,92
Egypt,Ghana,328
South Korea,Jordan,280
Singapore,Kenya,459
Norway,Iraq,431
New Zealand,Japan,90
Finland,Czechia,91
India,Japan,379
Iran,Czechia,269
New Zealand,Italy,336
Israel,Austria,332
Philippines,Indonesia,169
Norway,Nigeria,203
Belgium,Chile,187
Belgium,Mexico,137
Indonesia,Ireland,409
Thailand,Vietnam,97
Iran,Oman,119
South Korea,Norway,169
Netherlands,Oman,275
Norway,Vietnam,219
Malaysia,UAE,308
Iraq,Thailand,83
New Zealand,Qatar,19
Sweden,Jordan,37
Ghana,Hungary,379
Philippines,Ghana,97
Mexico,Norway,439
Netherlands,Ukraine,453
Spain,Indonesia,209
Indonesia,UK,260
Kenya,Germany,155
France,Canada,149
New Zealand,Portugal,216
Indonesia,Belgium,231
Ukraine,Belgium,489
Czechia,Kenya,392
Peru,Italy,393
Ukraine,Switzerland,233
Brazil,Singapore,257
Argentina,Netherlands,348
Spain,Israel,204
UK,Turkey,40
Italy,Singapore,343
Denmark,Switzerland,331
Nigeria,France,313
China,Argentina,182
Austria,France,425
Belgium,New Zealand,423
Germany,South Africa,496
Ghana,India,71
South Africa,Jordan,34
Hungary,Egypt,310
Israel,Qatar,335
India,Saudi Arabia,269
France,Norway,327
UAE,UK,297
Egypt,Turkey,32
UK,Iraq,342
India,Nigeria,493
Sweden,Ghana,111
Iran,Saudi Arabia,448
Hungary,UK,157
Jordan,Peru,356
Brazil,Denmark,110
Iraq,Canada,175
China,New Zealand,98
Switzerland,Brazil,191
Thailand,Vietnam,123
Romania,Colombia,190
Malaysia,USA,54
Russia,Austria,92
Colombia,Peru,227
Argentina,France,140
Kenya,Australia,370
Turkey,Russia,200
Switzerland,Kenya,290
Mexico,Turkey,479
Russia,Turkey,255
Colombia,Australia,147
Argentina,Portugal,140
Argentina,South Korea,101
Iran,Chile,6
Brazil,Thailand,475
Chile,Netherlands,400
USA,Sweden,203
Greece,Sweden,426
Brazil,Peru,223
Romania,Spain,201
Ireland,Czechia,333
Thailand,India,412
Egypt,Saudi Arabia,275
USA,Israel,98
USA,Mexico,150
Turkey,Jordan,175
Jordan,Mexico,235
South Korea,Denmark,123
Australia,China,265
Brazil,Norway,297
South Korea,Portugal,196
Ghana,Chile,494
China,Greece,354
Nigeria,Jordan,288
Greece,Canada,327
Japan,Denmark,462
Greece,Ukraine,302
Portugal,Colombia,205
USA,Saudi Arabia,86
South Africa,Israel,67
Turkey,China,330
Netherlands,Russia,352
Philippines,Ireland,227
Egypt,Norway,375
Finland,Chile,277
Austria,Romania,193
Netherlands,Italy,371
Norway,Greece,409
Argentina,Czechia,198
Nigeria,Brazil,395
Switzerland,Turkey,199
Qatar,New Zealand,254
Switzerland,Netherlands,124
Kenya,Peru,124
Finland,Singapore,362
Belgium,Argentina,220
UAE,Sweden,244
Israel,Saudi Arabia,220
Finland,Denmark,18
Austria,Iraq,308
Poland,Vietnam,218
Finland,Iraq,331
Spain,Qatar,386
Brazil,Ukraine,210
Thailand,Czechia,11
Israel,Switzerland,379
Brazil,Finland,143
South Korea,Vietnam,147
Australia,Peru,154
Israel,South Korea,275
Germany,Iraq,234
Singapore,Finland,254
Ireland,Turkey,130
UAE,Egypt,102
Netherlands,Brazil,105
Qatar,Egypt,402
Jordan,New Zealand,493
Canada,Egypt,286
France,Belgium,215
Ireland,Canada,482
Argentina,Portugal,266
China,Russia,268
South Korea,Oman,491
USA,Germany,264
Thailand,USA,345
Philippines,Netherlands,377
Chile,China,350
South Africa,Iran,30
Italy,Netherlands,246
Chile,USA,323
Norway,Nigeria,447
UK,Egypt,444
Israel,Malaysia,208
Greece,Switzerland,60
UAE,Romania,84
Canada,Philippines,339
Sweden,Australia,267
Brazil,Ireland,431
Sweden,UK,158
Indonesia,Germany,22
Nigeria,Iran,222
UAE,India,389
China,South Africa,484
Indonesia,Japan,35
Portugal,Singapore,231
France,Argentina,461
Austria,Kenya,210
Philippines,Greece,440
Ukraine,Kenya,294
India,South Africa,81
Ireland,Belgium,409
Ukraine,Japan,455
Peru,Netherlands,212
Kenya,Brazil,369
Hungary,Saudi Arabia,331
Portugal,Brazil,168
UAE,Iran,155
Singapore,India,206
Vietnam,Colombia,92
Hungary,Saudi Arabia,312
Denmark,Philippines,280
Qatar,Czechia,307
Poland,Jordan,363
Ireland,Ghana,73
Singapore,Qatar,473
Netherlands,Qatar,210
Chile,Peru,416
Portugal,Peru,393
Denmark,UK,50
South Korea,Iraq,17
Netherlands,Poland,313
Israel,Czechia,198
Japan,Italy,385
UK,Oman,179
Colombia,Poland,138
Turkey,Malaysia,166
Sweden,Singapore,29
Israel,Belgium,441
Malaysia,UK,210
Turkey,Switzerland,104
Peru,Brazil,149
Sweden,South Korea,191
Vietnam,Kenya,387
Thailand,Austria,343
Ireland,Denmark,417
Jordan,Philippines,407
Vietnam,Belgium,485
Romania,Poland,70
Denmark,Turkey,103
Czechia,Finland,66
Ukraine,Denmark,148
Czechia,France,102
South Africa,Colombia,21
Norway,Kenya,163
Ireland,USA,465
Chile,France,37
Portugal,Qatar,135
Egypt,New Zealand,477
Canada,Nigeria,130
Romania,Ukraine,315
Romania,Iraq,262
Jordan,Austria,139
Jordan,India,17
Norway,Poland,280
Nigeria,Italy,231
Austria,Czechia,26
Mexico,Romania,262
China,Mexico,471
Indonesia,Thailand,392
Vietnam,India,85
Canada,Qatar,477
Philippines,Kenya,332
South Korea,Denmark,94
Germany,Saudi Arabia,39
Turkey,Philippines,454
Spain,Czechia,467
Sweden,Israel,78
South Africa,Philippines,155
Saudi Arabia,Greece,61
Argentina,Denmark,159
Iran,Germany,423
Ireland,Nigeria,426
Iraq,Netherlands,422
Nigeria,Romania,113
Ukraine,Colombia,16
Saudi Arabia,South Africa,460
Japan,Malaysia,374
Indonesia,Sweden,415
Israel,Romania,336
Vietnam,Austria,178
Hungary,Brazil,31
Czechia,Ghana,156
Germany,Denmark,457
Israel,Oman,404
Argentina,Greece,232
Egypt,Nigeria,433
Indonesia,Mexico,307
Netherlands,Philippines,14
Iraq,Sweden,260
Mexico,Spain,299
Thailand,UAE,124
Chile,Australia,155
Nigeria,Japan,337
Vietnam,Japan,223
Israel,Ukraine,274
Thailand,Turkey,288
Turkey,Chile,168
Norway,New Zealand,408
Peru,Kenya,22
Mexico,Philippines,415
Canada,Japan,258
Saudi Arabia,Japan,124
Israel,Hungary,459
Saudi Arabia,South Korea,17
Norway,USA,437
Denmark,Canada,191
USA,Denmark,82
Russia,South Korea,446
Spain,Portugal,175
Indonesia,Kenya,136
Oman,South Korea,16
Kenya,Colombia,329
Jordan,New Zealand,243
Denmark,New Zealand,143
Turkey,Greece,6
Romania,Germany,95
Malaysia,Indonesia,299
Austria,Kenya,169
Japan,Argentina,252
India,Czechia,268
Italy,Germany,185
Portugal,Belgium,310
Switzerland,Turkey,313
Peru,Poland,154
Portugal,Spain,483
UAE,France,167
Canada,New Zealand,97
Colombia,Poland,388
Kenya,Romania,434
Oman,Thailand,426
Denmark,Singapore,463
India,Colombia,319
Czechia,Germany,338
Ireland,Ghana,353
Romania,Spain,459
Belgium,Kenya,380
New Zealand,Austria,254
Brazil,Argentina,97
Egypt,Czechia,475
Germany,Finland,29
Vietnam,Nigeria,323
Mexico,Philippines,101
New Zealand,Peru,24
Colombia,Kenya,362
Hungary,Ireland,337
Nigeria,France,232
Brazil,Ireland,147
Denmark,Czechia,433
Mexico,Russia,222
Australia,Romania,366
Sweden,Peru,7
South Korea,Romania,500
Germany,Chile,79
Peru,Australia,284
UAE,Poland,69
USA,Sweden,448
Canada,Thailand,98
Saudi Arabia,Brazil,431
South Korea,Nigeria,103
Brazil,Romania,467
Norway,Argentina,267
Ukraine,China,55
Malaysia,Iran,185
Switzerland,Canada,70
UAE,Australia,115
Spain,Oman,121
Brazil,Iraq,7
India,South Korea,374
Sweden,Poland,420
Russia,Indonesia,259
Oman,Iraq,48
Czechia,Ukraine,344
Austria,Belgium,243
Singapore,Portugal,322
Poland,Canada,93
Canada,Iraq,190
Romania,Belgium,278
Portugal,Jordan,248
Ukraine,India,52
Belgium,Thailand,321
Malaysia,Australia,86
Peru,Czechia,274
Peru,South Korea,235
India,Italy,427
USA,Australia,139
Israel,UAE,321
Germany,Kenya,213
Philippines,Denmark,311
Canada,South Africa,13
UK,Nigeria,158
Vietnam,Colombia,284
Czechia,Jordan,187
Egypt,Sweden,326
Argentina,Sweden,71
Kenya,Norway,419
USA,Finland,481
UK,Japan,168
India,Iraq,101
Indonesia,Sweden,17
Argentina,Ghana,264
Argentina,Saudi Arabia,339
Romania,Oman,97
Qatar,Canada,440
Hungary,Chile,173
Iran,New Zealand,485
Australia,UAE,64
Vietnam,Kenya,359
Egypt,Kenya,426
Italy,Norway,313
Romania,Denmark,29
UK,Indonesia,342
Hungary,Switzerland,235
Vietnam,New Zealand,221
Ghana,Australia,129
Hungary,Japan,157
UAE,Egypt,417
South Korea,UAE,19
Spain,Russia,76
Singapore,South Korea,1
Kenya,Spain,341
Egypt,Greece,93
Argentina,Japan,232
Poland,Norway,66
Colombia,Czechia,234
Japan,Denmark,455
UK,Finland,86
Israel,Canada,53
Singapore,Czechia,485
Russia,Denmark,301
South Korea,Finland,369
Russia,Brazil,295
South Africa,Vietnam,274
UAE,Philippines,194
Austria,Chile,201
Iran,France,238
Thailand,Netherlands,119
Netherlands,Hungary,447
France,Poland,273
Italy,Portugal,49
Australia,Argentina,249
Philippines,Ukraine,108
UAE,Argentina,32
China,Romania,344
UAE,Italy,436
Egypt,Iran,253
Egypt,Kenya,218
Ireland,Romania,80
Kenya,Italy,41
Switzerland,Turkey,298
Kenya,Ghana,20
Norway,Finland,461
Switzerland,Kenya,50
Qatar,India,331
Vietnam,Peru,40
Ukraine,Romania,306
Romania,Finland,241
UK,Sweden,414
Norway,Netherlands,350
Argentina,Philippines,255
Austria,Thailand,232
Kenya,South Africa,201
Iraq,Canada,57
Portugal,France,355
Germany,South Africa,78
Australia,Turkey,318
Sweden,Israel,412
Thailand,Austria,54
Ghana,Chile,21
Kenya,Thailand,220
Germany,New Zealand,442
Poland,UAE,438
New Zealand,Nigeria,294
Peru,Russia,432
Indonesia,South Korea,3
Singapore,India,493
Israel,Poland,274
Turkey,Iran,208
Jordan,Spain,143
Ghana,Greece,151
Iraq,Peru,338
Canada,South Africa,56
Oman,Singapore,83
Netherlands,Austria,258
Ghana,Belgium,180
France,Colombia,357
Romania,Chile,87
Israel,Denmark,353
Jordan,USA,345
Belgium,Romania,145
Austria,Czechia,355
Malaysia,Ireland,66
Philippines,Mexico,159
Ireland,Portugal,103
Jordan,Finland,254
Ukraine,Romania,403
France,Hungary,299
Chile,Russia,196
France,Greece,366
Portugal,Ghana,68
Kenya,Malaysia,83
France,Malaysia,348
New Zealand,Chile,286
Romania,Belgium,129
Russia,Oman,90
Ghana,China,246
Sweden,Peru,310
Colombia,Israel,21
Sweden,Netherlands,178
Finland,Colombia,353
Ghana,Denmark,52
Romania,Spain,365
Chile,UK,17
Malaysia,Switzerland,141
Australia,Russia,288
Turkey,Israel,66
Singapore,Brazil,139
Egypt,South Korea,280
UK,Iran,176
Israel,Vietnam,386
Romania,Colombia,323
Canada,Egypt,375
Spain,Austria,315
Colombia,Ghana,356
Oman,Spain,390
South Africa,Italy,265
Singapore,France,117
India,Japan,391
Romania,Mexico,357
Ireland,Spain,498
Malaysia,Iran,374
France,Philippines,382
Norway,New Zealand,454
Romania,Iran,93
South Korea,Ireland,169
Ukraine,Brazil,5
Greece,Belgium,83
Qatar,Ghana,47
Greece,Germany,244
Iraq,UK,155
Italy,Peru,62
Indonesia,Poland,261
Ireland,Japan,362
Colombia,Spain,237
Sweden,South Korea,383
Ghana,USA,385
Malaysia,Norway,114
UAE,Israel,433
Indonesia,Hungary,168
South Korea,Finland,134
Iran,UK,258
Iraq,Ghana,34
Norway,Romania,25
Thailand,South Africa,296
Greece,Jordan,156
Poland,Iran,194
Greece,Denmark,409
Saudi Arabia,Nigeria,263
Thailand,Canada,247
Iraq,USA,457
Thailand,Australia,44
Austria,Ghana,133
Germany,Vietnam,103
Malaysia,Iraq,146
Spain,Kenya,425
France,Poland,20
Belgium,Austria,254
Hungary,South Korea,212
South Africa,Portugal,292
Hungary,Portugal,214
Poland,Colombia,73
Peru,Sweden,472
Singapore,Hungary,46
Norway,China,433
Jordan,Netherlands,194
Israel,Malaysia,110
USA,Finland,374
USA,Mexico,21
Mexico,Sweden,23
Finland,Iraq,117
China,Sweden,397
Canada,Indonesia,262
China,Egypt,101
South Korea,Netherlands,153
Oman,Saudi Arabia,38
Australia,Nigeria,348
Ghana,Oman,410
Saudi Arabia,South Africa,174
Argentina,Czechia,494
Thailand,Poland,154
Ukraine,Ghana,383
Japan,Portugal,70
Thailand,Romania,7
South Africa,Canada,254
Denmark,Nigeria,80
Italy,Indonesia,463
Philippines,Jordan,324
Jordan,Hungary,306
Spain,Kenya,363
South Africa,Qatar,299
Turkey,Australia,398
Romania,Israel,58
Ukraine,Sweden,35
Philippines,Ghana,262
Egypt,Switzerland,323
Russia,Belgium,390
Belgium,Portugal,232
Singapore,Austria,159
Nigeria,Denmark,164
Canada,Philippines,176
Italy,Ireland,44
Romania,Oman,140
Belgium,Netherlands,244
Thailand,New Zealand,206
Austria,China,253
Australia,Colombia,407
Germany,Denmark,183
Philippines,UK,101
Oman,Ukraine,88
Argentina,Sweden,180
Spain,Singapore,279
Turkey,Egypt,300
UAE,Switzerland,320
Spain,Italy,397
Hungary,Netherlands,266
Portugal,Argentina,441
Brazil,Switzerland,426
Poland,Kenya,399
Singapore,Italy,11
Finland,Russia,184
Jordan,Philippines,389
Turkey,Saudi Arabia,396
Japan,Qatar,197
Ukraine,Kenya,287
Colombia,USA,458
India,Oman,371
Malaysia,Thailand,288
Indonesia,Spain,313
Spain,Belgium,426
Japan,Argentina,487
Iraq,Russia,188
Qatar,Indonesia,415
Switzerland,Israel,445
Russia,South Korea,250
Iran,Malaysia,360
Iran,Russia,452
Canada,Chile,277
USA,Germany,76
Italy,Czechia,267
Iraq,South Africa,114
France,Peru,210
Mexico,Saudi Arabia,111
Oman,Italy,377
Colombia,Switzerland,201
Nigeria,Hungary,307
Qatar,Belgium,80
China,Malaysia,435
Netherlands,Indonesia,124
New Zealand,Ireland,92
Poland,Ireland,225
Argentina,Austria,306
UAE,Portugal,208
Mexico,Saudi Arabia,484
Qatar,Romania,278
Egypt,Spain,204
France,Belgium,425
Qatar,UAE,174
Switzerland,Ireland,275
China,Brazil,401
Egypt,USA,342
Jordan,Ireland,40
Iran,Netherlands,316
UAE,Finland,224
Philippines,Iran,59
Austria,Peru,341
Norway,Iraq,154
Romania,Belgium,126
Indonesia,New Zealand,213
Iran,Canada,300
Chile,Australia,431
UAE,Australia,166
Romania,Indonesia,103
France,India,166
Romania,Ghana,435
USA,Colombia,92
Vietnam,Canada,438
Kenya,Turkey,148
Oman,Saudi Arabia,38
Ireland,Greece,318
Iran,Hungary,141
Hungary,Belgium,67
Sweden,Egypt,183
Nigeria,Spain,243
Japan,Sweden,230
Czechia,Singapore,84
Turkey,Argentina,443
Austria,Czechia,399
Ukraine,Israel,340
Ireland,Australia,30
Germany,Mexico,401
UK,Romania,335
Belgium,Mexico,160
Australia,Kenya,366
Argentina,Qatar,42
Germany,Austria,298
Turkey,Iraq,76
Finland,Indonesia,253
Jordan,Poland,158
Germany,Italy,331
Indonesia,Japan,241
Poland,South Africa,224
Sweden,Poland,322
Chile,Belgium,435
Chile,Greece,353
Switzerland,Oman,305
Jordan,Czechia,405
USA,France,207
Greece,Philippines,137
Germany,Romania,106
Greece,Japan,429
Nigeria,Brazil,107
Philippines,USA,494
Iran,Egypt,455
Qatar,Malaysia,377
USA,Iraq,480
Germany,Colombia,13
Hungary,Colombia,397
Hungary,Ukraine,7
Japan,Jordan,204
Singapore,Canada,303
Germany,Ireland,438
Iraq,India,382
China,Portugal,267
Germany,Brazil,188
Switzerland,Hungary,163
Singapore,Mexico,333
Turkey,Sweden,2
Iraq,Ghana,115
Israel,Peru,15
Philippines,Israel,453
Ghana,Norway,385
Ukraine,Portugal,395
Ukraine,South Africa,338
Brazil,Vietnam,193
Vietnam,Saudi Arabia,234
Israel,Norway,245
Malaysia,UAE,51
Ireland,Indonesia,198
Ukraine,Portugal,287
South Africa,Ghana,70
France,Peru,97
Sweden,Argentina,439
Ireland,Ghana,120
USA,Ghana,490
Nigeria,Oman,98
Russia,China,264
Egypt,Hungary,209
Iran,Israel,92
Poland,USA,129
Colombia,South Africa,441
Canada,Saudi Arabia,371
Netherlands,Saudi Arabia,355
Ireland,South Africa,432
Vietnam,Netherlands,84
Nigeria,Spain,186
Philippines,Egypt,228
Peru,Vietnam,43
South Africa,Spain,162
Norway,Portugal,164
Chile,Israel,268
Jordan,India,14
India,UK,41
UK,Spain,245
Israel,Thailand,388
Ukraine,Portugal,300
Vietnam,Italy,500
Greece,Chile,321
Ukraine,Australia,448
Portugal,UK,476
Israel,Peru,487
USA,Czechia,418
Brazil,Finland,121
Japan,Philippines,434
Thailand,Canada,403
Hungary,Netherlands,61
Switzerland,Japan,30
Argentina,France,158
Oman,Singapore,185
Romania,Singapore,17
Portugal,South Korea,271
Hungary,Spain,159
Finland,Ghana,238
South Korea,Egypt,446
Portugal,Israel,331
Jordan,Malaysia,152
Russia,Norway,162
Colombia,Canada,145
Sweden,Spain,422
France,Saudi Arabia,235
Iraq,Netherlands,476
India,Sweden,190
Iraq,New Zealand,57
Jordan,Saudi Arabia,343
Finland,Netherlands,123
Mexico,Finland,69
Spain,Netherlands,396
Spain,Portugal,228
Israel,Japan,364
Denmark,Qatar,160
Czechia,Portugal,442
UK,Sweden,209
Greece,Brazil,473
Denmark,Brazil,33
Israel,Saudi Arabia,1
Poland,Kenya,109
Singapore,UK,48
Saudi Arabia,Iraq,129
Netherlands,Iraq,345
Iraq,Turkey,263
Romania,Brazil,404
Hungary,Singapore,171
Kenya,Malaysia,35
Germany,Turkey,179
Spain,Saudi Arabia,439
Indonesia,Switzerland,79
Philippines,India,246
Portugal,Ghana,84
Portugal,Iraq,23
Israel,Russia,466
South Korea,South Africa,299
Jordan,Philippines,243
Belgium,Australia,144
Portugal,Vietnam,338
Germany,Vietnam,327
Germany,South Africa,198
Canada,Singapore,80
Israel,Czechia,270
Denmark,Poland,57
Colombia,Denmark,403
Turkey,Austria,485
Singapore,Denmark,483
China,France,71
Hungary,Japan,213
UK,China,155
Israel,Ghana,151
Russia,UAE,184
Romania,Netherlands,468
Switzerland,USA,131
Netherlands,Spain,234
Poland,Canada,34
Italy,UAE,464
Vietnam,Austria,402
Peru,Thailand,444
Indonesia,USA,259
Colombia,Turkey,126
Vietnam,Iran,178
Ireland,Finland,26
France,Germany,219
Romania,Thailand,364
Denmark,New Zealand,178
Finland,Chile,454
Sweden,Russia,463
Italy,Greece,445
New Zealand,Russia,295
Finland,Iran,327
UK,Brazil,469
South Africa,Australia,121
New Zealand,Australia,451
Philippines,Denmark,368
Saudi Arabia,Romania,25
Poland,Philippines,318
Singapore,China,365
Vietnam,Chile,228
Norway,Jordan,492
Portugal,Czechia,248
Canada,Switzerland,30
UK,Nigeria,257
Israel,Thailand,446
Canada,UK,121
Thailand,Oman,31
Qatar,Malaysia,59
Japan,Philippines,95
Canada,South Africa,24
Greece,UK,169
Indonesia,Czechia,264
Portugal,France,344
Malaysia,Japan,319
Chile,UK,292
Germany,Finland,168
Czechia,Norway,19
Thailand,Sweden,199
Peru,Spain,463
Turkey,UK,128
Greece,Philippines,151
Ireland,Canada,180
Spain,South Korea,242
Thailand,Belgium,190
Greece,Hungary,42
South Korea,Czechia,120
Colombia,Switzerland,285
Japan,Thailand,230
Argentina,UK,67
Belgium,Turkey,165
Argentina,Indonesia,262
Jordan,Ukraine,270
Iran,Portugal,211
Russia,Saudi Arabia,162
Ukraine,South Africa,354
Czechia,Italy,474
Poland,Australia,471
Mexico,Turkey,284
Denmark,Italy,70
Belgium,South Korea,435
Ghana,UK,381
Japan,Kenya,103
Russia,Singapore,25
Czechia,Portugal,1
Singapore,Philippines,74
Peru,Spain,497
Singapore,Greece,154
Portugal,France,122
Israel,Denmark,106
South Korea,Qatar,153
Turkey,Thailand,45
Saudi Arabia,Chile,268
Vietnam,Ukraine,407
Peru,Greece,336
Switzerland,Norway,115
Jordan,Spain,278
Germany,Romania,253
Vietnam,Denmark,429
Iraq,Turkey,362
Israel,Spain,161
UK,Saudi Arabia,470
Colombia,UK,228
Czechia,Finland,7
Ukraine,Philippines,316
Qatar,UK,45
Iraq,Russia,201
Oman,Japan,240
Japan,Iran,479
Kenya,France,481
Malaysia,Czechia,77
France,China,493
Finland,Ireland,138
Jordan,Singapore,321
Germany,Indonesia,93
Finland,Egypt,274
Thailand,New Zealand,172
Romania,Canada,454
Qatar,Norway,354
India,Israel,263
Ukraine,Iran,298
Germany,Egypt,255
Netherlands,France,122
Indonesia,Iraq,63
Chile,Malaysia,96
Iraq,Argentina,227
Egypt,Brazil,338
Poland,Canada,146
New Zealand,Norway,481
Brazil,Saudi Arabia,239
Switzerland,UK,29
Ghana,Vietnam,194
Poland,Belgium,107
France,China,118
Turkey,Spain,381
Vietnam,Nigeria,21
New Zealand,France,223
India,Qatar,374
Denmark,Italy,242
Hungary,India,72
Hungary,Italy,351
Germany,Poland,402
Finland,Thailand,493
Turkey,Argentina,394
Greece,New Zealand,386
Thailand,Italy,365
Hungary,Nigeria,480
Poland,Qatar,175
Iran,Germany,208
Norway,Czechia,341
Sweden,Italy,327
Qatar,Netherlands,378
France,Greece,44
Hungary,Denmark,411
Colombia,South Africa,192
Argentina,Poland,307
France,Greece,6
Colombia,Philippines,273
India,Switzerland,380
Chile,Ireland,28
Portugal,Mexico,49
Australia,France,321
Egypt,Canada,290
India,Nigeria,274
Portugal,Israel,187
UK,Portugal,286
USA,UK,71
New Zealand,Colombia,390
Iraq,Ghana,348
Switzerland,Norway,9
Belgium,Spain,481
UAE,Oman,458
Ghana,Ukraine,421
Ukraine,USA,70
UK,Netherlands,498
Israel,Thailand,417
Argentina,Romania,290
Peru,UAE,116
Kenya,Canada,132
Philippines,Canada,11
UAE,UK,197
Peru,South Korea,302
Peru,South Korea,140
Germany,Italy,313
Iraq,USA,326
Belgium,Austria,169
Austria,Netherlands,323
Qatar,Indonesia,85
Ukraine,Finland,115
Russia,Poland,8
Egypt,Hungary,152
Oman,Spain,292
Greece,Ghana,88
UK,Czechia,58
Thailand,Malaysia,376
Ukraine,Hungary,25
Mexico,Vietnam,68
Germany,Netherlands,406
Iraq,Ukraine,75
USA,Vietnam,403
Indonesia,Argentina,244
India,Philippines,293
Saudi Arabia,Switzerland,118
Saudi Arabia,Turkey,215
Denmark,Germany,11
Oman,Argentina,218
Norway,Indonesia,182
Kenya,Italy,185
UK,Belgium,193
Germany,Hungary,369
Vietnam,Canada,127
Spain,Ireland,271
Russia,India,77
Colombia,Italy,399
Ireland,Norway,470
Russia,Argentina,201
Qatar,Iran,262
Chile,Spain,251
Iran,Saudi Arabia,32
Australia,Norway,213
Japan,Spain,39
China,Russia,484
Switzerland,Romania,396
Ghana,UAE,449
Sweden,Oman,86
Malaysia,Israel,468
Peru,Mexico,289
Thailand,UK,120
Philippines,Japan,290
Argentina,Qatar,203
Vietnam,Spain,39
Oman,Russia,48
Qatar,Ireland,453
Ireland,Thailand,22
Singapore,Ghana,81
Singapore,Malaysia,13
South Korea,Kenya,449
Sweden,Vietnam,116
Ireland,Indonesia,239
Saudi Arabia,France,264
Chile,Ukraine,402
Saudi Arabia,Germany,343
Indonesia,Nigeria,378
Czechia,Sweden,23
Belgium,USA,188
Kenya,Brazil,190
Malaysia,New Zealand,149
Oman,Sweden,327
Vietnam,South Korea,112
Austria,Kenya,156
Mexico,France,187
South Korea,Netherlands,292
Norway,Argentina,403
Czechia,China,457
Qatar,Indonesia,398
Denmark,France,336
Italy,Israel,126
Japan,Austria,427
Saudi Arabia,Ukraine,136
Norway,Ireland,361
Romania,Peru,14
Sweden,Russia,114
Thailand,China,184
Turkey,Canada,376
Romania,Poland,311
India,Oman,242
Spain,India,113
South Africa,New Zealand,182
Australia,Singapore,113
Australia,Indonesia,136
Norway,New Zealand,198
Canada,Portugal,269
Hungary,Qatar,354
Philippines,Vietnam,359
Iraq,Malaysia,57
Spain,South Korea,320
Russia,India,191
Czechia,Iraq,266
Canada,Argentina,268
Jordan,Brazil,306
Egypt,Denmark,330
Czechia,Germany,398
Israel,France,159
Iran,Malaysia,425
Saudi Arabia,New Zealand,250
Belgium,Spain,107
USA,Netherlands,80
UAE,Finland,289
Egypt,Mexico,277
Indonesia,Hungary,234
China,Norway,263
Hungary,Greece,144
Australia,Netherlands,6
Saudi Arabia,Brazil,210
Saudi Arabia,Colombia,112
Greece,Portugal,336
Germany,Oman,186
Indonesia,Qatar,242
Philippines,Romania,398
Finland,Brazil,77
USA,France,168
Spain,Israel,391
Canada,Indonesia,114
Netherlands,Australia,230
Switzerland,Germany,248
Saudi Arabia,Norway,369
Japan,Israel,364
Austria,France,61
Belgium,Turkey,178
Denmark,Philippines,88
Spain,Mexico,38
Vietnam,Malaysia,10
Greece,Hungary,253
Israel,Denmark,34
USA,South Africa,4
Hungary,Greece,190
Germany,Australia,192
Jordan,Greece,42
Peru,Switzerland,122
Ireland,Colombia,420
Netherlands,Finland,253
France,USA,67
Argentina,Greece,249
Argentina,Iran,90
Jordan,Austria,267
Singapore,Ireland,180
Germany,Israel,250
